datetime,name,open,high,low,close,volume,oi,symbol,exp,strike,type
2025-10-31 09:15:00,RELIANCE,1490.4,1491.7,1488.1,1489.8,90874,0,RELIANCE,,0.0,EQ
2025-10-31 09:16:00,RELIANCE,1490.3,1491.7,1489.2,1491.7,30648,0,RELIANCE,,0.0,EQ
2025-10-31 09:17:00,RELIANCE,1491.7,1491.8,1490.2,1490.8,22665,0,RELIANCE,,0.0,EQ
2025-10-31 09:18:00,RELIANCE,1491.0,1492.4,1491.0,1491.9,29257,0,RELIANCE,,0.0,EQ
2025-10-31 09:19:00,RELIANCE,1491.9,1493.0,1491.5,1492.8,14061,0,RELIANCE,,0.0,EQ
2025-10-31 09:20:00,RELIANCE,1492.8,1494.1,1492.5,1493.0,24118,0,RELIANCE,,0.0,EQ
2025-10-31 09:21:00,RELIANCE,1492.5,1494.5,1492.3,1494.5,23623,0,RELIANCE,,0.0,EQ
2025-10-31 09:22:00,RELIANCE,1493.9,1494.8,1493.5,1494.1,23550,0,RELIANCE,,0.0,EQ
2025-10-31 09:23:00,RELIANCE,1493.8,1494.4,1493.2,1493.8,16765,0,RELIANCE,,0.0,EQ
2025-10-31 09:24:00,RELIANCE,1493.8,1494.7,1493.5,1494.5,14760,0,RELIANCE,,0.0,EQ
2025-10-31 09:25:00,RELIANCE,1494.5,1495.6,1493.7,1495.4,28788,0,RELIANCE,,0.0,EQ
2025-10-31 09:26:00,RELIANCE,1495.6,1495.7,1495.0,1495.2,8940,0,RELIANCE,,0.0,EQ
2025-10-31 09:27:00,RELIANCE,1495.1,1496.0,1495.1,1495.9,10146,0,RELIANCE,,0.0,EQ
2025-10-31 09:28:00,RELIANCE,1495.7,1497.0,1495.7,1497.0,21383,0,RELIANCE,,0.0,EQ
2025-10-31 09:29:00,RELIANCE,1496.9,1497.5,1495.6,1495.9,23722,0,RELIANCE,,0.0,EQ
2025-10-31 09:30:00,RELIANCE,1495.9,1496.6,1495.6,1495.7,27029,0,RELIANCE,,0.0,EQ
2025-10-31 09:31:00,RELIANCE,1495.7,1497.0,1495.6,1496.0,17259,0,RELIANCE,,0.0,EQ
2025-10-31 09:32:00,RELIANCE,1496.6,1496.7,1495.6,1496.1,11851,0,RELIANCE,,0.0,EQ
2025-10-31 09:33:00,RELIANCE,1496.6,1496.7,1496.0,1496.4,7357,0,RELIANCE,,0.0,EQ
2025-10-31 09:34:00,RELIANCE,1496.2,1496.4,1496.1,1496.4,6477,0,RELIANCE,,0.0,EQ
2025-10-31 09:35:00,RELIANCE,1496.4,1496.5,1496.2,1496.5,6483,0,RELIANCE,,0.0,EQ
2025-10-31 09:36:00,RELIANCE,1496.7,1496.7,1494.1,1494.1,20756,0,RELIANCE,,0.0,EQ
2025-10-31 09:37:00,RELIANCE,1494.3,1494.3,1492.5,1492.5,29428,0,RELIANCE,,0.0,EQ
2025-10-31 09:38:00,RELIANCE,1492.5,1494.1,1492.5,1492.6,28678,0,RELIANCE,,0.0,EQ
2025-10-31 09:39:00,RELIANCE,1492.8,1492.9,1492.0,1492.2,21349,0,RELIANCE,,0.0,EQ
2025-10-31 09:40:00,RELIANCE,1492.2,1492.5,1490.5,1490.8,29813,0,RELIANCE,,0.0,EQ
2025-10-31 09:41:00,RELIANCE,1490.9,1491.1,1488.1,1488.9,49764,0,RELIANCE,,0.0,EQ
2025-10-31 09:42:00,RELIANCE,1488.9,1490.0,1488.8,1489.0,29731,0,RELIANCE,,0.0,EQ
2025-10-31 09:43:00,RELIANCE,1488.8,1490.0,1488.8,1490.0,15944,0,RELIANCE,,0.0,EQ
2025-10-31 09:44:00,RELIANCE,1490.0,1490.5,1489.5,1490.4,18517,0,RELIANCE,,0.0,EQ
2025-10-31 09:45:00,RELIANCE,1490.5,1490.6,1489.5,1489.7,6926,0,RELIANCE,,0.0,EQ
2025-10-31 09:46:00,RELIANCE,1489.7,1490.9,1489.7,1490.0,10325,0,RELIANCE,,0.0,EQ
2025-10-31 09:47:00,RELIANCE,1490.0,1490.9,1490.0,1490.5,14437,0,RELIANCE,,0.0,EQ
2025-10-31 09:48:00,RELIANCE,1490.6,1491.6,1490.6,1490.9,13476,0,RELIANCE,,0.0,EQ
2025-10-31 09:49:00,RELIANCE,1490.9,1490.9,1490.5,1490.6,17348,0,RELIANCE,,0.0,EQ
2025-10-31 09:50:00,RELIANCE,1490.6,1490.7,1489.7,1490.2,13815,0,RELIANCE,,0.0,EQ
2025-10-31 09:51:00,RELIANCE,1490.5,1490.5,1489.8,1489.9,12584,0,RELIANCE,,0.0,EQ
2025-10-31 09:52:00,RELIANCE,1489.8,1489.9,1489.0,1489.0,8114,0,RELIANCE,,0.0,EQ
2025-10-31 09:53:00,RELIANCE,1489.2,1489.2,1488.7,1488.7,16624,0,RELIANCE,,0.0,EQ
2025-10-31 09:54:00,RELIANCE,1488.8,1489.4,1488.7,1489.4,9047,0,RELIANCE,,0.0,EQ
2025-10-31 09:55:00,RELIANCE,1489.5,1489.5,1489.0,1489.0,8118,0,RELIANCE,,0.0,EQ
2025-10-31 09:56:00,RELIANCE,1489.1,1489.5,1489.1,1489.3,11175,0,RELIANCE,,0.0,EQ
2025-10-31 09:57:00,RELIANCE,1489.0,1489.3,1487.5,1487.6,26016,0,RELIANCE,,0.0,EQ
2025-10-31 09:58:00,RELIANCE,1487.9,1489.0,1487.6,1488.5,7876,0,RELIANCE,,0.0,EQ
2025-10-31 09:59:00,RELIANCE,1488.8,1489.0,1487.4,1488.5,14380,0,RELIANCE,,0.0,EQ
2025-10-31 10:00:00,RELIANCE,1488.0,1488.7,1487.4,1488.0,14261,0,RELIANCE,,0.0,EQ
2025-10-31 10:01:00,RELIANCE,1488.0,1488.0,1487.0,1487.3,8354,0,RELIANCE,,0.0,EQ
2025-10-31 10:02:00,RELIANCE,1487.3,1488.0,1487.3,1487.4,6800,0,RELIANCE,,0.0,EQ
2025-10-31 10:03:00,RELIANCE,1487.6,1488.0,1487.5,1487.6,8062,0,RELIANCE,,0.0,EQ
2025-10-31 10:04:00,RELIANCE,1487.7,1487.8,1486.3,1486.3,15735,0,RELIANCE,,0.0,EQ
