datetime,name,open,high,low,close,volume,oi,symbol
2026-03-13 09:15:00,NIFTY,23462.5,23487.9,23419.1,23465.85,0,0,NIFTY50
2026-03-13 09:16:00,NIFTY,23467.1,23484.0,23455.5,23455.5,0,0,NIFTY50
2026-03-13 09:17:00,NIFTY,23456.4,23466.85,23455.35,23463.75,0,0,NIFTY50
2026-03-13 09:18:00,NIFTY,23463.5,23476.65,23451.3,23455.7,0,0,NIFTY50
2026-03-13 09:19:00,NIFTY,23456.3,23461.95,23444.1,23450.25,0,0,NIFTY50
2026-03-13 09:20:00,NIFTY,23448.5,23451.5,23421.7,23422.8,0,0,NIFTY50
2026-03-13 09:21:00,NIFTY,23422.85,23450.55,23417.1,23449.15,0,0,NIFTY50
2026-03-13 09:22:00,NIFTY,23448.45,23451.95,23428.5,23428.95,0,0,NIFTY50
2026-03-13 09:23:00,NIFTY,23430.4,23431.5,23417.0,23425.3,0,0,NIFTY50
2026-03-13 09:24:00,NIFTY,23426.3,23437.15,23422.2,23431.6,0,0,NIFTY50
2026-03-13 09:25:00,NIFTY,23431.15,23431.15,23415.25,23427.4,0,0,NIFTY50
2026-03-13 09:26:00,NIFTY,23430.25,23443.05,23430.25,23443.05,0,0,NIFTY50
2026-03-13 09:27:00,NIFTY,23443.75,23462.7,23443.15,23460.15,0,0,NIFTY50
2026-03-13 09:28:00,NIFTY,23463.25,23471.55,23457.55,23469.85,0,0,NIFTY50
2026-03-13 09:29:00,NIFTY,23470.3,23475.55,23464.8,23469.65,0,0,NIFTY50
2026-03-13 09:30:00,NIFTY,23469.8,23473.15,23463.5,23472.7,0,0,NIFTY50
2026-03-13 09:31:00,NIFTY,23473.05,23492.4,23470.5,23487.0,0,0,NIFTY50
2026-03-13 09:32:00,NIFTY,23488.05,23489.05,23462.7,23466.65,0,0,NIFTY50
2026-03-13 09:33:00,NIFTY,23470.05,23476.6,23460.1,23461.2,0,0,NIFTY50
2026-03-13 09:34:00,NIFTY,23461.25,23462.15,23452.6,23453.9,0,0,NIFTY50
2026-03-13 09:35:00,NIFTY,23455.05,23455.05,23446.6,23446.65,0,0,NIFTY50
2026-03-13 09:36:00,NIFTY,23446.9,23449.55,23438.75,23440.65,0,0,NIFTY50
2026-03-13 09:37:00,NIFTY,23440.7,23448.9,23433.6,23446.35,0,0,NIFTY50
2026-03-13 09:38:00,NIFTY,23449.05,23474.45,23448.55,23459.85,0,0,NIFTY50
2026-03-13 09:39:00,NIFTY,23461.25,23463.55,23448.8,23454.75,0,0,NIFTY50
2026-03-13 09:40:00,NIFTY,23456.25,23462.0,23450.7,23456.7,0,0,NIFTY50
2026-03-13 09:41:00,NIFTY,23458.9,23458.9,23447.5,23449.55,0,0,NIFTY50
2026-03-13 09:42:00,NIFTY,23450.65,23450.95,23442.55,23442.55,0,0,NIFTY50
2026-03-13 09:43:00,NIFTY,23443.75,23443.8,23438.0,23441.4,0,0,NIFTY50
2026-03-13 09:44:00,NIFTY,23443.3,23443.35,23424.95,23425.25,0,0,NIFTY50
2026-03-13 09:45:00,NIFTY,23426.55,23426.85,23414.45,23415.5,0,0,NIFTY50
2026-03-13 09:46:00,NIFTY,23418.5,23418.5,23403.3,23404.2,0,0,NIFTY50
2026-03-13 09:47:00,NIFTY,23405.35,23405.95,23393.25,23393.75,0,0,NIFTY50
2026-03-13 09:48:00,NIFTY,23394.2,23410.45,23388.45,23400.3,0,0,NIFTY50
2026-03-13 09:49:00,NIFTY,23402.8,23411.1,23397.4,23397.4,0,0,NIFTY50
2026-03-13 09:50:00,NIFTY,23399.65,23399.65,23392.45,23395.85,0,0,NIFTY50
2026-03-13 09:51:00,NIFTY,23397.4,23399.6,23377.3,23383.5,0,0,NIFTY50
2026-03-13 09:52:00,NIFTY,23384.4,23384.4,23364.0,23374.55,0,0,NIFTY50
2026-03-13 09:53:00,NIFTY,23374.15,23382.25,23373.6,23377.15,0,0,NIFTY50
2026-03-13 09:54:00,NIFTY,23377.15,23377.9,23362.65,23363.1,0,0,NIFTY50
2026-03-13 09:55:00,NIFTY,23364.45,23368.6,23354.7,23359.7,0,0,NIFTY50
2026-03-13 09:56:00,NIFTY,23362.4,23372.55,23361.3,23364.55,0,0,NIFTY50
2026-03-13 09:57:00,NIFTY,23366.2,23372.3,23363.35,23365.25,0,0,NIFTY50
2026-03-13 09:58:00,NIFTY,23365.5,23365.5,23346.75,23347.8,0,0,NIFTY50
2026-03-13 09:59:00,NIFTY,23348.75,23355.2,23344.2,23347.55,0,0,NIFTY50
2026-03-13 10:00:00,NIFTY,23349.1,23349.1,23333.55,23335.05,0,0,NIFTY50
2026-03-13 10:01:00,NIFTY,23336.25,23349.5,23333.0,23344.5,0,0,NIFTY50
2026-03-13 10:02:00,NIFTY,23346.15,23367.55,23344.6,23367.55,0,0,NIFTY50
2026-03-13 10:03:00,NIFTY,23368.6,23369.95,23360.5,23365.25,0,0,NIFTY50
2026-03-13 10:04:00,NIFTY,23366.5,23367.9,23359.3,23361.1,0,0,NIFTY50
